[2026-05-30 03:58:53 UTC] CPU: 4.6% | RAM: 0/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:11:53 UTC] CPU: 2.3% | RAM: 6,986/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:11:59 UTC] CPU: 1.5% | RAM: 6,936/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:04 UTC] CPU: 0.3% | RAM: 6,937/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:10 UTC] CPU: 0.3% | RAM: 6,941/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:16 UTC] CPU: 1.5% | RAM: 6,943/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:22 UTC] CPU: 1.3% | RAM: 6,769/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:27 UTC] CPU: 0.3% | RAM: 6,768/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:33 UTC] CPU: 1.0% | RAM: 6,767/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:39 UTC] CPU: 1.3% | RAM: 6,765/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:44 UTC] CPU: 0.8% | RAM: 6,764/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:50 UTC] CPU: 2.3% | RAM: 6,777/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:12:56 UTC] CPU: 0.0% | RAM: 6,772/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:02 UTC] CPU: 0.3% | RAM: 6,782/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:07 UTC] CPU: 0.0% | RAM: 6,494/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:13 UTC] CPU: 2.6% | RAM: 6,431/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:19 UTC] CPU: 0.5% | RAM: 6,424/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:24 UTC] CPU: 0.0% | RAM: 6,443/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:30 UTC] CPU: 0.3% | RAM: 6,445/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:36 UTC] CPU: 0.5% | RAM: 6,446/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:42 UTC] CPU: 0.0% | RAM: 6,452/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:47 UTC] CPU: 1.0% | RAM: 6,454/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:53 UTC] CPU: 1.0% | RAM: 6,462/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:13:59 UTC] CPU: 0.3% | RAM: 6,467/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:04 UTC] CPU: 0.5% | RAM: 6,488/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:10 UTC] CPU: 0.3% | RAM: 6,498/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:16 UTC] CPU: 0.3% | RAM: 6,500/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:21 UTC] CPU: 0.5% | RAM: 6,514/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:27 UTC] CPU: 1.0% | RAM: 6,526/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:33 UTC] CPU: 10.2% | RAM: 6,537/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:39 UTC] CPU: 1.3% | RAM: 6,562/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:44 UTC] CPU: 2.3% | RAM: 6,580/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:50 UTC] CPU: 3.8% | RAM: 6,611/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:14:56 UTC] CPU: 0.5% | RAM: 6,621/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:02 UTC] CPU: 1.3% | RAM: 6,627/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:07 UTC] CPU: 0.5% | RAM: 6,633/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:13 UTC] CPU: 2.1% | RAM: 6,635/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:19 UTC] CPU: 2.1% | RAM: 6,657/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:24 UTC] CPU: 0.8% | RAM: 6,667/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:30 UTC] CPU: 0.3% | RAM: 6,704/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:36 UTC] CPU: 0.8% | RAM: 6,706/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:41 UTC] CPU: 0.0% | RAM: 6,697/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:47 UTC] CPU: 0.8% | RAM: 6,683/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:53 UTC] CPU: 0.3% | RAM: 6,685/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:15:59 UTC] CPU: 0.3% | RAM: 6,674/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:04 UTC] CPU: 1.3% | RAM: 6,693/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:10 UTC] CPU: 1.3% | RAM: 6,651/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:16 UTC] CPU: 1.3% | RAM: 6,659/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:22 UTC] CPU: 0.3% | RAM: 6,664/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:27 UTC] CPU: 0.5% | RAM: 6,665/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:33 UTC] CPU: 0.0% | RAM: 6,664/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:39 UTC] CPU: 0.0% | RAM: 6,666/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:44 UTC] CPU: 0.3% | RAM: 6,666/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:50 UTC] CPU: 0.8% | RAM: 6,672/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:16:56 UTC] CPU: 0.5% | RAM: 6,674/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:01 UTC] CPU: 0.5% | RAM: 6,678/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:07 UTC] CPU: 0.0% | RAM: 6,679/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:13 UTC] CPU: 1.8% | RAM: 6,680/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:19 UTC] CPU: 0.5% | RAM: 6,682/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:24 UTC] CPU: 1.0% | RAM: 6,681/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:30 UTC] CPU: 0.3% | RAM: 6,686/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:36 UTC] CPU: 0.0% | RAM: 6,701/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:41 UTC] CPU: 0.8% | RAM: 6,717/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:47 UTC] CPU: 3.6% | RAM: 6,718/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:53 UTC] CPU: 1.3% | RAM: 6,734/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:17:58 UTC] CPU: 0.3% | RAM: 6,766/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:04 UTC] CPU: 0.0% | RAM: 6,786/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:10 UTC] CPU: 11.2% | RAM: 6,893/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:16 UTC] CPU: 1.0% | RAM: 6,824/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:22 UTC] CPU: 1.3% | RAM: 6,830/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:27 UTC] CPU: 0.8% | RAM: 6,848/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:33 UTC] CPU: 1.5% | RAM: 6,864/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:39 UTC] CPU: 2.1% | RAM: 6,757/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:44 UTC] CPU: 1.3% | RAM: 6,752/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:50 UTC] CPU: 0.0% | RAM: 6,770/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:18:56 UTC] CPU: 0.8% | RAM: 6,782/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:02 UTC] CPU: 2.3% | RAM: 6,789/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:07 UTC] CPU: 0.8% | RAM: 6,804/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:13 UTC] CPU: 0.3% | RAM: 6,814/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:19 UTC] CPU: 0.5% | RAM: 6,814/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:24 UTC] CPU: 1.3% | RAM: 6,816/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:30 UTC] CPU: 1.5% | RAM: 6,833/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:36 UTC] CPU: 3.4% | RAM: 6,899/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:42 UTC] CPU: 3.8% | RAM: 6,929/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:47 UTC] CPU: 1.8% | RAM: 6,942/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:53 UTC] CPU: 2.1% | RAM: 6,944/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:19:59 UTC] CPU: 0.0% | RAM: 6,945/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:04 UTC] CPU: 1.8% | RAM: 7,012/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:10 UTC] CPU: 2.8% | RAM: 7,011/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:16 UTC] CPU: 1.3% | RAM: 7,049/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:22 UTC] CPU: 3.3% | RAM: 7,047/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:27 UTC] CPU: 3.1% | RAM: 7,067/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:33 UTC] CPU: 2.9% | RAM: 7,092/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:39 UTC] CPU: 2.3% | RAM: 7,097/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:44 UTC] CPU: 1.6% | RAM: 7,112/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:50 UTC] CPU: 0.8% | RAM: 7,141/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:20:56 UTC] CPU: 1.8% | RAM: 7,181/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:01 UTC] CPU: 1.6% | RAM: 7,214/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:07 UTC] CPU: 5.5% | RAM: 7,237/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:13 UTC] CPU: 1.8% | RAM: 7,243/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:19 UTC] CPU: 1.3% | RAM: 7,257/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:24 UTC] CPU: 4.7% | RAM: 7,030/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:30 UTC] CPU: 2.6% | RAM: 7,067/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:36 UTC] CPU: 2.6% | RAM: 7,072/7,488 MB | Disk: 164/475 GB
[2026-05-30 07:21:41 UTC] CPU: 1.8% | RAM: 7,104/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:21:47 UTC] CPU: 2.0% | RAM: 7,068/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:21:53 UTC] CPU: 3.9% | RAM: 7,053/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:21:58 UTC] CPU: 1.6% | RAM: 6,880/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:04 UTC] CPU: 1.0% | RAM: 6,561/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:10 UTC] CPU: 0.8% | RAM: 6,564/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:16 UTC] CPU: 1.3% | RAM: 6,565/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:21 UTC] CPU: 3.8% | RAM: 6,430/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:27 UTC] CPU: 0.5% | RAM: 6,396/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:33 UTC] CPU: 2.3% | RAM: 6,391/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:38 UTC] CPU: 0.8% | RAM: 6,416/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:44 UTC] CPU: 1.5% | RAM: 6,413/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:50 UTC] CPU: 0.8% | RAM: 6,479/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:22:56 UTC] CPU: 0.5% | RAM: 6,263/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:01 UTC] CPU: 0.3% | RAM: 6,257/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:07 UTC] CPU: 1.0% | RAM: 6,248/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:13 UTC] CPU: 1.3% | RAM: 6,088/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:18 UTC] CPU: 2.6% | RAM: 6,102/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:24 UTC] CPU: 1.0% | RAM: 6,125/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:30 UTC] CPU: 1.8% | RAM: 6,131/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:36 UTC] CPU: 1.3% | RAM: 6,159/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:41 UTC] CPU: 0.5% | RAM: 6,206/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:47 UTC] CPU: 1.8% | RAM: 6,293/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:53 UTC] CPU: 1.3% | RAM: 6,304/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:23:58 UTC] CPU: 2.8% | RAM: 6,299/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:04 UTC] CPU: 2.9% | RAM: 6,319/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:10 UTC] CPU: 0.5% | RAM: 6,348/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:16 UTC] CPU: 0.5% | RAM: 6,357/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:21 UTC] CPU: 1.0% | RAM: 6,379/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:27 UTC] CPU: 1.8% | RAM: 6,409/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:33 UTC] CPU: 0.5% | RAM: 6,471/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:39 UTC] CPU: 0.3% | RAM: 6,482/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:44 UTC] CPU: 0.3% | RAM: 6,492/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:50 UTC] CPU: 2.0% | RAM: 6,495/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:24:56 UTC] CPU: 1.0% | RAM: 6,515/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:01 UTC] CPU: 2.8% | RAM: 6,506/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:07 UTC] CPU: 2.3% | RAM: 6,354/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:13 UTC] CPU: 1.0% | RAM: 6,361/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:19 UTC] CPU: 2.3% | RAM: 6,292/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:24 UTC] CPU: 1.6% | RAM: 6,290/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:30 UTC] CPU: 0.0% | RAM: 6,277/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:36 UTC] CPU: 1.0% | RAM: 6,281/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:42 UTC] CPU: 1.0% | RAM: 6,284/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:47 UTC] CPU: 1.0% | RAM: 6,289/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:53 UTC] CPU: 1.0% | RAM: 6,288/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:25:59 UTC] CPU: 1.3% | RAM: 6,292/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:04 UTC] CPU: 1.3% | RAM: 6,374/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:10 UTC] CPU: 0.8% | RAM: 6,400/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:16 UTC] CPU: 1.0% | RAM: 6,404/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:22 UTC] CPU: 1.8% | RAM: 6,413/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:27 UTC] CPU: 22.8% | RAM: 6,436/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:33 UTC] CPU: 0.0% | RAM: 6,429/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:39 UTC] CPU: 0.8% | RAM: 6,435/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:44 UTC] CPU: 2.3% | RAM: 6,422/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:50 UTC] CPU: 0.8% | RAM: 6,468/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:26:56 UTC] CPU: 0.0% | RAM: 6,439/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:02 UTC] CPU: 0.8% | RAM: 6,444/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:07 UTC] CPU: 3.3% | RAM: 6,448/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:13 UTC] CPU: 1.0% | RAM: 6,448/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:19 UTC] CPU: 1.5% | RAM: 6,445/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:24 UTC] CPU: 1.8% | RAM: 6,414/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:30 UTC] CPU: 0.3% | RAM: 6,406/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:36 UTC] CPU: 2.0% | RAM: 6,423/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:42 UTC] CPU: 0.3% | RAM: 6,437/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:47 UTC] CPU: 2.5% | RAM: 6,446/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:53 UTC] CPU: 1.3% | RAM: 6,450/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:27:59 UTC] CPU: 4.1% | RAM: 6,513/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:04 UTC] CPU: 0.0% | RAM: 6,688/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:10 UTC] CPU: 0.5% | RAM: 6,467/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:16 UTC] CPU: 2.5% | RAM: 6,475/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:22 UTC] CPU: 0.0% | RAM: 6,476/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:27 UTC] CPU: 1.8% | RAM: 6,471/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:33 UTC] CPU: 1.0% | RAM: 6,469/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:39 UTC] CPU: 1.3% | RAM: 6,423/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:44 UTC] CPU: 1.8% | RAM: 6,432/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:50 UTC] CPU: 0.3% | RAM: 6,444/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:28:56 UTC] CPU: 0.3% | RAM: 6,442/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:02 UTC] CPU: 1.3% | RAM: 6,461/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:07 UTC] CPU: 21.9% | RAM: 6,502/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:13 UTC] CPU: 6.3% | RAM: 6,564/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:19 UTC] CPU: 0.0% | RAM: 6,642/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:24 UTC] CPU: 1.8% | RAM: 6,684/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:30 UTC] CPU: 0.8% | RAM: 6,560/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:29:36 UTC] CPU: 1.5% | RAM: 6,539/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:03 UTC] CPU: 6.4% | RAM: 6,983/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:09 UTC] CPU: 2.0% | RAM: 6,999/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:14 UTC] CPU: 0.3% | RAM: 7,002/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:20 UTC] CPU: 0.3% | RAM: 6,989/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:26 UTC] CPU: 0.0% | RAM: 6,991/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:32 UTC] CPU: 0.0% | RAM: 7,000/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:37 UTC] CPU: 0.8% | RAM: 7,009/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:43 UTC] CPU: 5.9% | RAM: 7,060/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:49 UTC] CPU: 4.1% | RAM: 7,091/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:30:54 UTC] CPU: 0.3% | RAM: 7,061/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:00 UTC] CPU: 0.5% | RAM: 7,111/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:06 UTC] CPU: 0.8% | RAM: 7,000/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:12 UTC] CPU: 2.3% | RAM: 6,999/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:17 UTC] CPU: 3.4% | RAM: 7,066/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:23 UTC] CPU: 1.3% | RAM: 7,057/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:29 UTC] CPU: 2.8% | RAM: 7,058/7,488 MB | Disk: 165/475 GB
[2026-05-30 07:31:34 UTC] CPU: 0.8% | RAM: 7,060/7,488 MB | Disk: 165/475 GB
[2026-05-31 02:44:46 UTC] CPU: 18.1% | RAM: 7,131/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:44:53 UTC] CPU: 15.6% | RAM: 7,117/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:00 UTC] CPU: 13.5% | RAM: 7,126/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:07 UTC] CPU: 2.3% | RAM: 7,099/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:13 UTC] CPU: 5.4% | RAM: 7,089/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:20 UTC] CPU: 5.0% | RAM: 7,088/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:26 UTC] CPU: 2.9% | RAM: 7,109/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:33 UTC] CPU: 14.4% | RAM: 7,290/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:39 UTC] CPU: 11.8% | RAM: 6,785/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:46 UTC] CPU: 16.9% | RAM: 6,852/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:45:53 UTC] CPU: 15.4% | RAM: 6,770/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:00 UTC] CPU: 37.8% | RAM: 6,873/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:06 UTC] CPU: 2.3% | RAM: 6,998/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:13 UTC] CPU: 1.9% | RAM: 7,070/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:20 UTC] CPU: 2.9% | RAM: 6,277/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:27 UTC] CPU: 21.5% | RAM: 6,610/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:33 UTC] CPU: 3.2% | RAM: 6,768/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:40 UTC] CPU: 4.1% | RAM: 6,775/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:47 UTC] CPU: 5.4% | RAM: 6,778/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:46:53 UTC] CPU: 5.7% | RAM: 6,798/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:00 UTC] CPU: 8.8% | RAM: 6,929/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:07 UTC] CPU: 15.0% | RAM: 6,754/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:14 UTC] CPU: 68.8% | RAM: 7,596/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:21 UTC] CPU: 89.2% | RAM: 7,324/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:29 UTC] CPU: 34.9% | RAM: 7,138/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:36 UTC] CPU: 24.4% | RAM: 7,262/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:37 UTC] CPU: 19.9% | RAM: 7,345/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:42 UTC] CPU: 17.4% | RAM: 7,297/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:44 UTC] CPU: 5.7% | RAM: 7,234/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:49 UTC] CPU: 30.7% | RAM: 7,085/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:51 UTC] CPU: 6.5% | RAM: 7,170/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:55 UTC] CPU: 10.4% | RAM: 7,083/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:47:57 UTC] CPU: 24.3% | RAM: 6,867/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:02 UTC] CPU: 2.7% | RAM: 6,904/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:04 UTC] CPU: 6.7% | RAM: 6,945/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:08 UTC] CPU: 5.0% | RAM: 7,027/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:10 UTC] CPU: 3.1% | RAM: 7,052/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:15 UTC] CPU: 26.8% | RAM: 7,077/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:17 UTC] CPU: 4.0% | RAM: 6,928/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:22 UTC] CPU: 8.8% | RAM: 7,113/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:24 UTC] CPU: 9.4% | RAM: 6,976/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:28 UTC] CPU: 5.5% | RAM: 7,019/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:32 UTC] CPU: -8.6% | RAM: 7,052/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:35 UTC] CPU: 1.5% | RAM: 7,056/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:39 UTC] CPU: 21.4% | RAM: 7,091/7,860 MB | Disk: 248/375 GB
